	Unnamed: 0	Unnamed: 0.1	LABEL	SENTENCE	WORDS	SINGLE
437	437	438	导购#成交	我买他了	我 买 他 了	我 买 他 了
438	438	439	导购#成交	我买这一部	我 买 这 一部	我 买 这 一 部
439	439	440	导购#成交	我就要这一部	我 就要 这 一部	我 就 要 这 一 部
440	440	441	导购#成交	我要	我要	我 要
441	441	442	导购#成交	我要买	我要 买	我 要 买
442	442	443	导购#成交	我要买这一部	我要 买 这 一部	我 要 买 这 一 部
443	443	444	导购#成交	我要了	我要 了	我 要 了
444	444	445	导购#成交	我要她	我要 她	我 要 她
445	445	446	导购#成交	我要这个了	我要 这个 了	我 要 这 个 了
446	446	447	导购#成交	我要这款	我要 这款	我 要 这 款
447	447	448	导购#成交	我还要再买这款	我 还要 再 买 这款	我 还 要 再 买 这 款
448	448	404	导购#成交	我都想要一个了	我 都 想要 一个 了	我 都 想 要 一 个 了
449	449	449	导购#成交	把他带回家	把 他 带回家	把 他 带 回 家
450	450	450	导购#成交	把他收回家	把 他 收回 家	把 他 收 回 家
451	451	451	导购#成交	把她带回家	把 她 带回家	把 她 带 回 家
452	452	452	导购#成交	把她收回家	把 她 收回 家	把 她 收 回 家
453	453	453	导购#成交	把它带回家	把 它 带回家	把 它 带 回 家
454	454	454	导购#成交	把它收回家	把 它 收回 家	把 它 收 回 家
455	455	455	导购#成交	挑中是他了	挑中 是 他 了	挑 中 是 他 了
456	456	456	导购#成交	挑中是她了	挑中 是 她 了	挑 中 是 她 了
457	457	457	导购#成交	挑中是它了	挑中 是 它 了	挑 中 是 它 了
458	458	458	导购#成交	挑中这台了	挑中 这台 了	挑 中 这 台 了
459	459	459	导购#成交	挑中这部了	挑中 这部 了	挑 中 这 部 了
460	460	460	导购#成交	挑中这部手机	挑中 这 部手机	挑 中 这 部 手 机
461	461	461	导购#成交	收下了	收下 了	收 下 了
462	462	462	导购#成交	收回家	收回 家	收 回 家
463	463	463	导购#成交	敲定他	敲定 他	敲 定 他
464	464	464	导购#成交	敲定她	敲定 她	敲 定 她
465	465	465	导购#成交	敲定它	敲定 它	敲 定 它
466	466	466	导购#成交	是我的	是 我 的	是 我 的
467	467	467	导购#成交	是我的了	是 我 的 了	是 我 的 了
468	468	468	导购#成交	正是买他	正是 买 他	正 是 买 他
469	469	469	导购#成交	正是买她	正是 买 她	正 是 买 她
470	470	470	导购#成交	正是买它	正是 买 它	正 是 买 它
471	471	471	导购#成交	正是买这部	正是 买 这部	正 是 买 这 部
472	472	472	导购#成交	正是要他	正是 要 他	正 是 要 他
473	473	473	导购#成交	正是要她	正是 要 她	正 是 要 她
474	474	474	导购#成交	正是要它	正是 要 它	正 是 要 它
475	475	475	导购#成交	正是要这部	正是 要 这部	正 是 要 这 部
476	476	476	导购#成交	相中是他	相中 是 他	相 中 是 他
477	477	477	导购#成交	相中是她	相中 是 她	相 中 是 她
478	478	478	导购#成交	相中是它	相中 是 它	相 中 是 它
479	479	479	导购#成交	相中是这台了	相中 是 这台 了	相 中 是 这 台 了
480	480	480	导购#成交	相中是这部了	相中 是 这部 了	相 中 是 这 部 了
481	481	481	导购#成交	相中这部手机	相中 这 部手机	相 中 这 部 手 机
482	482	482	导购#成交	要一个	要 一个	要 一 个
483	483	483	导购#成交	要一套	要 一套	要 一 套
484	484	484	导购#成交	要三个	要 三个	要 三 个
485	485	485	导购#成交	要两个	要 两个	要 两 个
486	486	486	导购#成交	要两套	要 两套	要 两 套
487	487	487	导购#成交	要两款	要 两款	要 两 款
488	488	488	导购#成交	要了	要 了	要 了
489	489	489	导购#成交	要了他	要 了 他	要 了 他
490	490	490	导购#成交	要了她	要 了 她	要 了 她
491	491	491	导购#成交	要了它	要 了 它	要 了 它
492	492	492	导购#成交	要五个	要 五个	要 五 个
493	493	493	导购#成交	要六个	要 六个	要 六 个
494	494	494	导购#成交	要四个	要 四个	要 四 个
495	495	495	导购#成交	要要要	要 要 要	要 要 要
496	496	496	导购#成交	要这个	要 这个	要 这 个
497	497	497	导购#成交	要这台	要 这台	要 这 台
498	498	498	导购#成交	要这款	要 这款	要 这 款
499	499	499	导购#成交	要这种	要 这种	要 这 种
500	500	500	导购#成交	要这部	要 这部	要 这 部
501	501	501	导购#成交	这款我要了	这款 我 要 了	这 款 我 要 了
502	502	502	导购#成交	那我就买它	那 我 就 买 它	那 我 就 买 它
503	503	503	导购#成交	﻿成交	﻿ 成交	﻿ 成 交
504	504	504	导购#更换	我想换另一台	我 想 换 另一台	我 想 换 另 一 台
505	505	505	导购#更换	我想换另一款	我 想 换 另 一款	我 想 换 另 一 款
506	506	506	导购#更换	我想要其他的	我 想要 其他 的	我 想 要 其 他 的
507	507	507	导购#更换	我想要其他的手机	我 想要 其他 的 手机	我 想 要 其 他 的 手 机
508	508	508	导购#更换	我想要别的手机	我 想要 别的 手机	我 想 要 别 的 手 机
509	509	509	导购#更换	我想要另一台手机	我 想要 另一台 手机	我 想 要 另 一 台 手 机
510	510	510	导购#更换	我想要另一款手机	我 想要 另 一款 手机	我 想 要 另 一 款 手 机
511	511	511	导购#更换	我想要另一部手机	我 想要 另 一部 手机	我 想 要 另 一 部 手 机
512	512	512	导购#更换	我要其他手机	我要 其他 手机	我 要 其 他 手 机
513	513	513	导购#更换	我要其他的	我要 其他 的	我 要 其 他 的
514	514	514	导购#更换	我要别的	我要 别的	我 要 别 的
515	515	515	导购#更换	我要另一款	我要 另 一款	我 要 另 一 款
516	516	516	导购#更换	我要另一部手机	我要 另 一部 手机	我 要 另 一 部 手 机
517	517	517	导购#更换	换一个手机	换 一个 手机	换 一 个 手 机
518	518	518	导购#更换	换一个给我吧	换 一个 给 我 吧	换 一 个 给 我 吧
519	519	519	导购#更换	换一台	换 一台	换 一 台
520	520	520	导购#更换	换一款来看看	换 一款 来 看看	换 一 款 来 看 看
521	521	521	导购#更换	换其他的	换 其他 的	换 其 他 的
522	522	522	导购#更换	换其他的看看	换 其他 的 看看	换 其 他 的 看 看
523	523	523	导购#更换	推荐其他的手机给我吧	推荐 其他 的 手机 给 我 吧	推 荐 其 他 的 手 机 给 我 吧
524	524	524	导购#更换	推荐别的可以吗	推荐 别的 可以 吗	推 荐 别 的 可 以 吗
525	525	525	导购#更换	推荐别的给我吧	推荐 别的 给 我 吧	推 荐 别 的 给 我 吧
526	526	526	导购#更换	推荐另一台吧	推荐 另一台 吧	推 荐 另 一 台 吧
527	527	527	导购#更换	推荐另一部	推荐 另 一部	推 荐 另 一 部
528	528	528	导购#更换	更换一台可以吗	更换 一台 可以 吗	更 换 一 台 可 以 吗
529	529	529	导购#更换	给我另一部手机	给 我 另 一部 手机	给 我 另 一 部 手 机
530	530	530	导购#更换	给我推荐其他的手机	给 我 推荐 其他 的 手机	给 我 推 荐 其 他 的 手 机
531	531	531	导购#更换	给我看另一台手机吧	给 我 看 另一台 手机 吧	给 我 看 另 一 台 手 机 吧
532	532	532	导购#更换	给我看另一款手机吧	给 我 看 另 一款 手机 吧	给 我 看 另 一 款 手 机 吧
533	533	533	导购#更换	还有其他手机吗	还有 其他 手机 吗	还 有 其 他 手 机 吗
534	534	534	导购#更换	还有其他款式的吗	还有 其他 款式 的 吗	还 有 其 他 款 式 的 吗
535	535	535	导购#更换	还有其他的吗	还有 其他 的 吗	还 有 其 他 的 吗
536	536	536	导购#更换	还有其他的手机吗	还有 其他 的 手机 吗	还 有 其 他 的 手 机 吗
537	537	537	导购#更换	还有其他类型的吗	还有 其他 类型 的 吗	还 有 其 他 类 型 的 吗
538	538	538	导购#更换	还有别的吗	还有 别的 吗	还 有 别 的 吗
539	539	539	导购#更换	还有别的手机吗	还有 别的 手机 吗	还 有 别 的 手 机 吗
540	540	540	导购#更换	还有别的款式吗	还有 别的 款式 吗	还 有 别 的 款 式 吗
541	541	541	导购#更换	还有别的类型吗	还有 别的 类型 吗	还 有 别 的 类 型 吗
542	542	542	导购#更换	还有另一台吗	还有 另一台 吗	还 有 另 一 台 吗
543	543	543	导购#更换	还有另一款吗	还有 另 一款 吗	还 有 另 一 款 吗
544	544	544	导购#更换	还有另一部吗	还有 另 一部 吗	还 有 另 一 部 吗
545	545	545	导购#更换	还有吗	还有 吗	还 有 吗
546	546	546	导购#更换	麻烦推荐其他的给我	麻烦 推荐 其他 的 给 我	麻 烦 推 荐 其 他 的 给 我
547	547	547	导购#更换	﻿换一款吧	﻿ 换 一款 吧	﻿ 换 一 款 吧
548	548	548	导购#结束	88	88	8 8
549	549	549	导购#结束	886	886	8 8 6
550	550	550	导购#结束	一路顺风	一路顺风	一 路 顺 风
551	551	551	导购#结束	下次再和你聊，我们下次接着聊吧	下次 再 和 你 聊 ， 我们 下次 接着 聊 吧	下 次 再 和 你 聊 ， 我 们 下 次 接 着 聊 吧
552	552	552	导购#结束	下次再好好聊聊	下次 再 好好 聊聊	下 次 再 好 好 聊 聊
553	553	553	导购#结束	下次再聊	下次 再聊	下 次 再 聊
554	554	554	导购#结束	下次再见	下次 再见	下 次 再 见
555	555	555	导购#结束	下次聊	下次 聊	下 次 聊
556	556	556	导购#结束	下次见	下次 见	下 次 见
557	557	557	导购#结束	不和你说了	不 和 你 说 了	不 和 你 说 了
558	558	558	导购#结束	不好意思，我现在就得走	不好意思 ， 我 现在 就 得 走	不 好 意 思 ， 我 现 在 就 得 走
559	559	559	导购#结束	不聊了	不聊 了	不 聊 了
560	560	560	导购#结束	不说了	不 说 了	不 说 了
561	561	561	导购#结束	不送你啦	不送 你 啦	不 送 你 啦
562	562	562	导购#结束	不送啦	不送 啦	不 送 啦
563	563	563	导购#结束	与你这次谈话非常愉快	与 你 这次 谈话 非常 愉快	与 你 这 次 谈 话 非 常 愉 快
564	564	564	导购#结束	亲爱的，晚安	亲爱 的 ， 晚安	亲 爱 的 ， 晚 安
565	565	565	导购#结束	今天聊到这里先把	今天 聊到 这里 先 把	今 天 聊 到 这 里 先 把
566	566	566	导购#结束	你忙吧，改天再聊	你 忙 吧 ， 改天 再聊	你 忙 吧 ， 改 天 再 聊
567	567	567	导购#结束	保持联系	保持联系	保 持 联 系
568	568	568	导购#结束	再见	再见	再 见
569	569	569	导购#结束	再见，小心点	再见 ， 小心 点	再 见 ， 小 心 点
570	570	570	导购#结束	再见，当心点	再见 ， 当心 点	再 见 ， 当 心 点
571	571	571	导购#结束	再见，请留步	再见 ， 请留步	再 见 ， 请 留 步
572	572	572	导购#结束	别忘了我们的约会,明天见吧	别忘了 我们 的 约会 , 明天 见 吧	别 忘 了 我 们 的 约 会 , 明 天 见 吧
573	573	573	导购#结束	到了再给我打电话	到 了 再 给 我 打电话	到 了 再 给 我 打 电 话
574	574	574	导购#结束	到了应该离开的时候了	到 了 应该 离开 的 时候 了	到 了 应 该 离 开 的 时 候 了
575	575	575	导购#结束	午安	午安	午 安
576	576	576	导购#结束	后会有期，朋友	后会有期 ， 朋友	后 会 有 期 ， 朋 友
577	577	577	导购#结束	告别语：再见、欢迎再来、祝您一路顺风、请再来	告别 语 ： 再见 、 欢迎 再 来 、 祝您 一路顺风 、 请 再 来	告 别 语 ： 再 见 、 欢 迎 再 来 、 祝 您 一 路 顺 风 、 请 再 来
578	578	578	导购#结束	回头见	回头见	回 头 见
579	579	579	导购#结束	天下没有不散的筵席	天下 没有 不散 的 筵席	天 下 没 有 不 散 的 筵 席
580	580	580	导购#结束	天色晚了，我得马上动身了	天色 晚 了 ， 我 得 马上 动身 了	天 色 晚 了 ， 我 得 马 上 动 身 了
581	581	581	导购#结束	天越来越黑，我得走了	天 越来越 黑 ， 我 得 走 了	天 越 来 越 黑 ， 我 得 走 了
582	582	582	导购#结束	天黑了，我得走了	天黑 了 ， 我 得 走 了	天 黑 了 ， 我 得 走 了
583	583	583	导购#结束	失陪了	失陪 了	失 陪 了
584	584	584	导购#结束	好吧该睡觉了	好 吧 该 睡觉 了	好 吧 该 睡 觉 了
585	585	585	导购#结束	好梦	好 梦	好 梦
586	586	586	导购#结束	对不起，我得赶快走	对不起 ， 我 得 赶快 走	对 不 起 ， 我 得 赶 快 走
587	587	587	导购#结束	就这样吧	就 这样 吧	就 这 样 吧
588	588	588	导购#结束	希望我们以后能经常保持联络	希望 我们 以后 能 经常 保持 联络	希 望 我 们 以 后 能 经 常 保 持 联 络
589	589	589	导购#结束	希望我们明天就能相逢	希望 我们 明天 就 能 相逢	希 望 我 们 明 天 就 能 相 逢
590	590	590	导购#结束	常联系	常 联系	常 联 系
591	591	591	导购#结束	待会儿见	待会儿 见	待 会 儿 见
592	592	593	导购#结束	我不和你说了	我 不 和 你 说 了	我 不 和 你 说 了
593	593	594	导购#结束	我们可以明天继续谈	我们 可以 明天 继续 谈	我 们 可 以 明 天 继 续 谈
594	594	596	导购#结束	我们就此别过	我们 就此 别 过	我 们 就 此 别 过
595	595	607	导购#结束	我们就此告别吧	我们 就此 告别 吧	我 们 就 此 告 别 吧
596	596	597	导购#结束	我们就谈到这里，你看怎么样	我们 就 谈到 这里 ， 你 看 怎么样	我 们 就 谈 到 这 里 ， 你 看 怎 么 样
597	597	598	导购#结束	我们改天再解决这一争论好吗	我们 改天 再 解决 这一 争论 好 吗	我 们 改 天 再 解 决 这 一 争 论 好 吗
598	598	599	导购#结束	我们要暂时分别了	我们 要 暂时 分别 了	我 们 要 暂 时 分 别 了
599	599	600	导购#结束	我们过些时候再聊	我们 过 些 时候 再聊	我 们 过 些 时 候 再 聊
600	600	601	导购#结束	我会再打电话给你的	我会 再 打电话 给 你 的	我 会 再 打 电 话 给 你 的
601	601	602	导购#结束	我先去洗澡了	我 先 去 洗澡 了	我 先 去 洗 澡 了
602	602	603	导购#结束	我先走了	我 先 走 了	我 先 走 了
603	603	604	导购#结束	我得赶末班车回城	我 得 赶 末班车 回城	我 得 赶 末 班 车 回 城
604	604	605	导购#结束	我想我们这样也谈不出什么名堂来了	我 想 我们 这样 也 谈不出 什么 名堂 来 了	我 想 我 们 这 样 也 谈 不 出 什 么 名 堂 来 了
605	605	606	导购#结束	我想我最好现在就走。	我 想 我 最好 现在 就 走 。	我 想 我 最 好 现 在 就 走 。
606	606	608	导购#结束	我有事先忙	我 有 事先 忙	我 有 事 先 忙
607	607	609	导购#结束	我期待着你的消息	我 期待 着 你 的 消息	我 期 待 着 你 的 消 息
608	608	610	导购#结束	我现在必须结束我们的谈话了	我 现在 必须 结束 我们 的 谈话 了	我 现 在 必 须 结 束 我 们 的 谈 话 了
609	609	611	导购#结束	我的朋友正准备走，我得去送他	我 的 朋友 正 准备 走 ， 我 得 去 送 他	我 的 朋 友 正 准 备 走 ， 我 得 去 送 他
610	610	612	导购#结束	我真的要走了	我 真的 要 走 了	我 真 的 要 走 了
611	611	613	导购#结束	我舍不得你走，但是你要走我也没法挽留，只能说声“一路顺风”	我 舍不得你 走 ， 但是 你 要 走 我 也 没法 挽留 ， 只能 说声 “ 一路顺风 ”	我 舍 不 得 你 走 ， 但 是 你 要 走 我 也 没 法 挽 留 ， 只 能 说 声 “ 一 路 顺 风 ”
612	612	614	导购#结束	我要去吃饭了	我要 去 吃饭 了	我 要 去 吃 饭 了
613	613	615	导购#结束	我要去忙其他事了	我要 去 忙 其他 事 了	我 要 去 忙 其 他 事 了
614	614	616	导购#结束	我要告辞了	我要 告辞 了	我 要 告 辞 了
615	615	617	导购#结束	我要说的都说完了	我 要说 的 都 说完 了	我 要 说 的 都 说 完 了
616	616	618	导购#结束	我要走了，不知道下次什么时候再见	我要 走 了 ， 不 知道 下次 什么 时候 再见	我 要 走 了 ， 不 知 道 下 次 什 么 时 候 再 见
617	617	619	导购#结束	我要走了，我要迟到了	我要 走 了 ， 我要 迟到 了	我 要 走 了 ， 我 要 迟 到 了
618	618	592	导购#结束	我该告辞了	我该 告辞 了	我 该 告 辞 了
619	619	620	导购#结束	我走啦	我 走 啦	我 走 啦
620	620	621	导购#结束	我非常渴望以后有机会能和你在网上聊天	我 非常 渴望 以后 有 机会 能 和 你 在 网上聊天	我 非 常 渴 望 以 后 有 机 会 能 和 你 在 网 上 聊 天
621	621	622	导购#结束	抱歉，我不得不走了	抱歉 ， 我 不得不 走 了	抱 歉 ， 我 不 得 不 走 了
622	622	623	导购#结束	拜拜	拜拜	拜 拜
623	623	624	导购#结束	拜拜了	拜拜 了	拜 拜 了
624	624	625	导购#结束	撤了。先撤了	撤 了 。 先 撤 了	撤 了 。 先 撤 了
625	625	626	导购#结束	明天见	明天 见	明 天 见
626	626	627	导购#结束	是我该走的时候了，谢谢您陪我	是 我 该 走 的 时候 了 ， 谢谢您 陪 我	是 我 该 走 的 时 候 了 ， 谢 谢 您 陪 我
627	627	628	导购#结束	晚安。我睡了	晚安 。 我 睡 了	晚 安 。 我 睡 了
